Date,Year,Open,High,Low,Close,Volume,Adj Close
2020-01-02,2020,189.0,191.13999938964844,188.72000122070312,191.1199951171875,8733000,185.55149841308594
2020-01-03,2020,188.41000366210938,190.9600067138672,187.9199981689453,189.60000610351562,4899700,184.07582092285156
2020-01-06,2020,188.0,189.2100067138672,187.16000366210938,189.19000244140625,10109500,183.67771911621094
2020-01-07,2020,189.58999633789062,190.10000610351562,188.60000610351562,188.69000244140625,4392300,183.19227600097656
2020-01-08,2020,189.49000549316406,192.5,188.8000030517578,191.9199981689453,5712000,186.3281707763672
2020-01-09,2020,193.0,193.9199981689453,192.52000427246094,193.25,6748000,187.61947631835938
2020-01-10,2020,193.5,194.57000732421875,193.11000061035156,193.77000427246094,6586400,188.124267578125
2020-01-13,2020,194.44000244140625,195.60000610351562,194.27999877929688,195.3300018310547,11290500,189.6388397216797
2020-01-14,2020,196.74000549316406,196.9499969482422,195.13999938964844,196.0500030517578,6236500,190.3378448486328
2020-01-15,2020,197.0,200.14999389648438,196.32000732421875,199.8000030517578,10831100,193.97857666015625
2020-01-16,2020,201.0,201.5,199.77999877929688,200.9499969482422,9983700,195.09507751464844
2020-01-17,2020,201.75999450683594,204.75,199.97999572753906,204.6999969482422,12518900,198.73580932617188
2020-01-21,2020,204.1300048828125,208.38999938964844,203.8000030517578,207.2899932861328,14861700,201.25033569335938
2020-01-22,2020,207.50999450683594,210.1300048828125,207.2899932861328,207.89999389648438,8065000,201.84259033203125
2020-01-23,2020,207.89999389648438,208.39999389648438,205.3000030517578,206.52000427246094,8520800,200.50277709960938
2020-01-24,2020,207.4199981689453,207.99000549316406,204.2100067138672,205.0,7812900,199.02708435058594
2020-01-27,2020,200.0,203.3300018310547,199.10000610351562,201.69000244140625,7198900,195.8135528564453
2020-01-28,2020,202.38999938964844,203.83999633789062,201.77999877929688,202.85000610351562,7215700,196.93971252441406
2020-01-29,2020,204.3000030517578,205.9199981689453,202.50999450683594,204.86000061035156,7041700,198.8911590576172
2020-01-30,2020,204.0,208.5,203.32000732421875,208.2100067138672,8571900,202.14358520507812
2020-01-31,2020,201.49000549316406,203.97999572753906,198.25999450683594,198.97000122070312,16699600,193.1727752685547
2020-02-03,2020,199.94000244140625,202.25999450683594,199.85000610351562,200.80999755859375,10885900,194.95916748046875
2020-02-04,2020,203.5,204.9199981689453,202.22999572753906,203.55999755859375,10205900,197.62904357910156
2020-02-05,2020,205.5,205.60000610351562,199.9499969482422,202.80999755859375,8672400,196.90086364746094
2020-02-06,2020,203.0500030517578,204.6300048828125,202.47999572753906,203.0399932861328,7001200,197.1241912841797
2020-02-07,2020,201.97999572753906,203.8300018310547,201.08999633789062,202.74000549316406,5691100,196.8329315185547
2020-02-10,2020,201.97000122070312,206.1300048828125,201.86000061035156,205.99000549316406,6239500,199.98822021484375
2020-02-11,2020,207.5,207.6699981689453,203.63999938964844,203.94000244140625,10231900,197.9979705810547
2020-02-12,2020,205.0,208.14999389648438,205.0,207.44000244140625,7355800,201.39596557617188
2020-02-13,2020,206.6199951171875,208.47000122070312,206.0500030517578,207.39999389648438,9495300,201.64877319335938
2020-02-14,2020,208.2899932861328,210.77999877929688,208.00999450683594,210.2899932861328,6548800,204.4586181640625
2020-02-18,2020,210.0,211.5,209.36000061035156,211.1999969482422,7651500,205.34339904785156
2020-02-19,2020,212.52000427246094,214.1699981689453,211.72000122070312,213.30999755859375,5927500,207.39488220214844
2020-02-20,2020,212.1300048828125,213.69000244140625,208.27999877929688,211.4499969482422,8531900,205.5864715576172
2020-02-21,2020,209.89999389648438,210.22000122070312,207.4199981689453,208.80999755859375,9231500,203.0196990966797
2020-02-24,2020,197.88999938964844,203.77000427246094,194.00999450683594,198.7899932861328,13316800,193.27752685546875
2020-02-25,2020,198.7899932861328,199.88999938964844,187.72000122070312,188.39999389648438,18539000,183.1756591796875
2020-02-26,2020,190.0,193.50999450683594,187.02999877929688,187.2100067138672,14214700,182.0186767578125
2020-02-27,2020,182.1199951171875,186.33999633789062,180.0,180.00999450683594,17536600,175.01829528808594
2020-02-28,2020,173.7899932861328,182.3300018310547,172.97999572753906,181.75999450683594,22659000,176.7197723388672
2020-03-02,2020,186.32000732421875,192.44000244140625,183.10000610351562,192.3300018310547,17434500,186.9966583251953
2020-03-03,2020,193.1999969482422,194.0399932861328,184.5,185.72999572753906,15226400,180.5796661376953
2020-03-04,2020,190.36000061035156,194.49000549316406,186.1699981689453,194.2899932861328,10789100,188.9022979736328
2020-03-05,2020,191.24000549316406,191.9199981689453,185.63999938964844,186.9600067138672,10106900,181.77557373046875
2020-03-06,2020,183.5399932861328,185.99000549316406,179.97999572753906,184.36000061035156,15183200,179.24769592285156
2020-03-09,2020,171.2100067138672,179.57000732421875,168.30999755859375,171.1300048828125,20486400,166.38455200195312
2020-03-10,2020,179.47000122070312,182.61000061035156,171.8800048828125,182.60000610351562,16119400,177.53651428222656
2020-03-11,2020,177.64999389648438,178.72999572753906,170.1999969482422,172.9499969482422,14598200,168.15403747558594
2020-03-12,2020,158.5,172.0,156.99000549316406,160.0800018310547,27467700,155.6409454345703
2020-03-13,2020,168.72000122070312,176.32000732421875,162.2100067138672,175.8300018310547,19948900,170.95423889160156
2020-03-16,2020,151.13999938964844,165.30999755859375,147.97999572753906,152.00999450683594,23692000,147.79473876953125
2020-03-17,2020,155.75,163.6999969482422,149.25,157.88999938964844,22298000,153.51168823242188
2020-03-18,2020,148.4600067138672,150.67999267578125,139.8000030517578,148.47999572753906,22787500,144.3626251220703
2020-03-19,2020,146.9199981689453,157.25,141.47000122070312,152.25,19362800,148.02809143066406
2020-03-20,2020,154.82000732421875,158.25999450683594,145.6699981689453,146.8300018310547,18692100,142.7583770751953
2020-03-23,2020,141.3300018310547,143.35000610351562,133.92999267578125,135.74000549316406,30344100,131.97592163085938
2020-03-24,2020,144.83999633789062,155.25,143.5800018310547,154.52999877929688,24488300,150.24488830566406
2020-03-25,2020,159.32000732421875,168.17999267578125,153.5800018310547,161.77999877929688,20619600,157.29383850097656
2020-03-26,2020,162.0800018310547,169.52999877929688,161.7899932861328,168.8800048828125,17062900,164.19692993164062
2020-03-27,2020,161.0800018310547,167.10000610351562,158.14999389648438,161.55999755859375,14950700,157.0798797607422
2020-03-30,2020,161.0399932861328,165.8699951171875,160.69000244140625,165.57000732421875,15714500,160.97872924804688
2020-03-31,2020,166.42999267578125,168.19000244140625,160.5399932861328,161.1199951171875,20613100,156.65213012695312
2020-04-01,2020,156.32000732421875,158.07000732421875,151.4199981689453,153.11000061035156,12595200,148.86422729492188
2020-04-02,2020,152.52999877929688,158.35000610351562,151.2899932861328,157.38999938964844,14051100,153.0255584716797
2020-04-03,2020,155.55999755859375,157.72000122070312,150.60000610351562,151.85000610351562,11994700,147.63919067382812
2020-04-06,2020,160.02000427246094,170.72999572753906,158.25,169.44000244140625,16479100,164.74139404296875
2020-04-07,2020,177.75999450683594,178.8000030517578,168.10000610351562,168.58999633789062,15379000,163.91500854492188
2020-04-08,2020,171.00999450683594,176.0,167.92999267578125,174.94000244140625,11146500,170.0889129638672
2020-04-13,2020,172.25999450683594,172.32000732421875,166.14999389648438,168.99000549316406,14043700,164.3039093017578
2020-04-14,2020,173.08999633789062,175.42999267578125,170.8300018310547,174.6199951171875,9980500,169.7777557373047
2020-04-15,2020,168.6999969482422,169.36000061035156,164.9499969482422,165.9600067138672,12118700,161.35794067382812
2020-04-16,2020,167.11000061035156,168.0,159.8000030517578,162.4199981689453,20308200,157.9160919189453
2020-04-17,2020,169.64999389648438,170.99000549316406,164.9499969482422,169.5399932861328,15375800,164.83863830566406
2020-04-20,2020,167.3300018310547,167.42999267578125,163.1999969482422,164.22000122070312,10505200,159.6661376953125
2020-04-21,2020,162.0,162.57000732421875,159.14999389648438,160.52999877929688,10562100,156.07846069335938
2020-04-22,2020,164.66000366210938,167.6999969482422,162.9199981689453,166.58999633789062,14502500,161.97042846679688
2020-04-23,2020,167.8800048828125,170.41000366210938,166.2100067138672,166.3800048828125,11411300,161.76626586914062
2020-04-24,2020,168.44000244140625,168.75,164.00999450683594,167.32000732421875,8391400,162.68020629882812
2020-04-27,2020,168.64999389648438,172.35000610351562,168.5500030517578,171.75999450683594,9903300,166.9970703125
2020-04-28,2020,175.0,175.00999450683594,170.3800048828125,171.25,8614400,166.501220703125
2020-04-29,2020,176.85000610351562,182.25,176.10000610351562,181.7899932861328,12862800,176.7489471435547
2020-04-30,2020,181.77999877929688,181.8300018310547,177.66000366210938,178.72000122070312,11331600,173.76405334472656
2020-05-01,2020,174.4499969482422,179.63999938964844,174.27000427246094,175.57000732421875,10109600,170.70143127441406
2020-05-04,2020,172.9499969482422,176.94000244140625,171.72000122070312,176.14999389648438,9386200,171.2653350830078
2020-05-05,2020,179.08999633789062,181.10000610351562,178.25999450683594,178.44000244140625,13513000,173.49185180664062
2020-05-06,2020,179.72000122070312,180.50999450683594,177.8800048828125,178.77999877929688,8540500,173.82237243652344
2020-05-07,2020,181.75,184.97999572753906,181.7100067138672,182.72000122070312,9262200,177.65318298339844
2020-05-08,2020,185.02999877929688,185.75,183.6199951171875,185.08999633789062,6470100,179.95742797851562
2020-05-11,2020,183.8699951171875,184.6199951171875,181.42999267578125,183.55999755859375,8683100,178.46986389160156
2020-05-12,2020,183.55999755859375,183.99000549316406,179.3699951171875,179.47000122070312,8219700,174.49327087402344
2020-05-13,2020,178.5,181.08999633789062,175.0399932861328,177.08999633789062,13377100,172.4675750732422
2020-05-14,2020,175.94000244140625,181.0500030517578,173.82000732421875,180.89999389648438,9695100,176.17813110351562
2020-05-15,2020,179.97999572753906,184.13999938964844,178.8699951171875,183.49000549316406,10785900,178.7005157470703
2020-05-18,2020,188.0,192.8300018310547,187.47000122070312,191.3800048828125,11802200,186.38458251953125
2020-05-19,2020,191.13999938964844,194.5,189.22999572753906,189.36000061035156,7446800,184.41729736328125
2020-05-20,2020,193.0,194.99000549316406,192.41000366210938,193.86000061035156,9545600,188.7998809814453
2020-05-21,2020,193.5,193.6199951171875,190.02000427246094,190.6199951171875,11338100,185.64439392089844
2020-05-22,2020,191.0,191.3699951171875,189.22999572753906,190.86000061035156,5807600,185.878173828125
2020-05-26,2020,195.8000030517578,196.27000427246094,192.75999450683594,193.22000122070312,9662200,188.17654418945312
2020-05-27,2020,194.30999755859375,194.30999755859375,188.52000427246094,192.82000732421875,7650300,187.7869873046875
2020-05-28,2020,193.5399932861328,198.2899932861328,192.7100067138672,194.25999450683594,8352200,189.18942260742188
2020-05-29,2020,194.5,196.74000549316406,193.27999877929688,195.24000549316406,10211900,190.14382934570312
2020-06-01,2020,194.7100067138672,195.8800048828125,193.52000427246094,194.35000610351562,6011300,189.27703857421875
2020-06-02,2020,195.94000244140625,197.52000427246094,194.9199981689453,196.36000061035156,8462100,191.23455810546875
2020-06-03,2020,198.0,198.13999938964844,195.57000732421875,196.8699951171875,8879400,191.73126220703125
2020-06-04,2020,195.97999572753906,196.4600067138672,193.1199951171875,193.63999938964844,7829800,188.58560180664062
2020-06-05,2020,196.1999969482422,199.77000427246094,195.47999572753906,199.61000061035156,8561200,194.3997344970703
2020-06-08,2020,199.5800018310547,199.9600067138672,197.1300048828125,199.60000610351562,7628100,194.38999938964844
2020-06-09,2020,198.36000061035156,201.6699981689453,198.24000549316406,199.0800018310547,6892300,193.88360595703125
2020-06-10,2020,199.89999389648438,202.17999267578125,198.9499969482422,200.47999572753906,8405300,195.2470245361328
2020-06-11,2020,195.13999938964844,196.36000061035156,188.75,188.8800048828125,11974600,183.94981384277344
2020-06-12,2020,194.2100067138672,195.0,187.85000610351562,192.25999450683594,11706300,187.24160766601562
2020-06-15,2020,187.0,192.47999572753906,186.2100067138672,191.75999450683594,6752700,186.754638671875
2020-06-16,2020,196.86000061035156,198.3800048828125,191.8000030517578,192.8800048828125,11057200,187.84544372558594
2020-06-17,2020,193.66000366210938,195.3699951171875,193.05999755859375,193.55999755859375,5968900,188.50767517089844
2020-06-18,2020,192.60000610351562,194.25,192.11000061035156,193.91000366210938,5803200,188.8485565185547
2020-06-19,2020,196.88999938964844,197.10000610351562,191.3699951171875,192.1999969482422,11483300,187.18316650390625
