Date,Year,Open,High,Low,Close,Volume,Adj Close
2020-06-22,2020,191.99000549316406,196.36000061035156,191.2899932861328,194.9600067138672,6674500,189.8711395263672
2020-06-23,2020,196.25,200.14999389648438,195.82000732421875,197.97000122070312,9866800,192.80255126953125
2020-06-24,2020,197.02000427246094,197.47999572753906,190.69000244140625,191.41000366210938,9453100,186.41380310058594
2020-06-25,2020,191.10000610351562,194.24000549316406,189.89999389648438,193.97999572753906,9936600,188.91668701171875
2020-06-26,2020,193.10000610351562,194.1300048828125,189.0800018310547,189.27000427246094,11836000,184.32965087890625
2020-06-29,2020,189.91000366210938,191.4499969482422,187.3000030517578,191.3800048828125,8020400,186.38458251953125
2020-06-30,2020,191.49000549316406,193.75,190.16000366210938,193.1699981689453,9040100,188.1278533935547
2020-07-01,2020,193.85000610351562,195.35000610351562,192.66000366210938,193.77999877929688,6394100,188.72193908691406
2020-07-02,2020,196.0,197.9199981689453,195.0,195.6699981689453,6299300,190.56259155273438
2020-07-06,2020,198.72999572753906,199.17999267578125,195.67999267578125,197.75999450683594,7292200,192.5980682373047
2020-07-07,2020,196.80999755859375,198.89999389648438,193.80999755859375,194.1999969482422,7660100,189.13095092773438
2020-07-08,2020,195.0800018310547,195.52000427246094,193.1199951171875,195.07000732421875,8368000,189.97825622558594
2020-07-09,2020,195.0,195.49000549316406,189.9499969482422,192.2100067138672,8548200,187.19296264648438
2020-07-10,2020,191.64999389648438,192.82000732421875,189.44000244140625,192.5500030517578,7674200,187.5240478515625
2020-07-13,2020,193.61000061035156,195.19000244140625,188.6999969482422,189.02000427246094,8564100,184.08616638183594
2020-07-14,2020,189.5,193.47000122070312,187.17999267578125,193.3300018310547,8003900,188.28366088867188
2020-07-15,2020,195.22999572753906,197.77000427246094,194.5,196.5500030517578,7681100,191.4196319580078
2020-07-16,2020,195.3300018310547,195.7100067138672,192.52000427246094,193.5,5064000,188.4492645263672
2020-07-17,2020,194.8300018310547,195.57000732421875,193.1199951171875,195.08999633789062,6395000,189.99771118164062
2020-07-20,2020,194.74000549316406,199.47999572753906,193.6699981689453,198.47000122070312,6985300,193.28953552246094
2020-07-21,2020,200.0,200.1699981689453,195.67999267578125,196.47999572753906,7218700,191.3514404296875
2020-07-22,2020,196.47999572753906,199.0,196.25,198.86000061035156,6823400,193.66934204101562
2020-07-23,2020,198.44000244140625,200.9499969482422,196.42999267578125,197.42999267578125,6106700,192.27662658691406
2020-07-24,2020,195.6699981689453,197.47999572753906,194.02999877929688,195.14999389648438,7160300,190.05616760253906
2020-07-27,2020,195.16000366210938,197.80999755859375,194.1999969482422,196.91000366210938,5604700,191.77024841308594
2020-07-28,2020,197.69000244140625,199.3699951171875,196.7100067138672,196.74000549316406,6897300,191.60467529296875
2020-07-29,2020,193.08999633789062,198.88999938964844,193.0500030517578,198.5800018310547,9471300,193.39662170410156
2020-07-30,2020,195.1999969482422,196.55999755859375,192.1199951171875,194.05999755859375,10499400,188.99459838867188
2020-07-31,2020,194.4199981689453,194.69000244140625,189.44000244140625,190.39999389648438,14180800,185.43014526367188
2020-08-03,2020,191.8000030517578,193.33999633789062,190.2100067138672,190.69000244140625,11405200,185.71258544921875
2020-08-04,2020,191.1300048828125,192.94000244140625,190.0800018310547,192.2899932861328,8204000,187.27081298828125
2020-08-05,2020,193.55999755859375,198.17999267578125,193.10000610351562,196.10000610351562,8876800,190.9813995361328
2020-08-06,2020,195.97999572753906,198.9199981689453,194.7899932861328,198.77000427246094,7480300,193.58169555664062
2020-08-07,2020,197.58999633789062,197.97999572753906,195.3000030517578,196.36000061035156,5654000,191.2345733642578
2020-08-10,2020,196.36000061035156,198.30999755859375,195.3300018310547,196.7899932861328,5525400,191.65333557128906
2020-08-11,2020,197.82000732421875,202.88999938964844,196.33999633789062,197.77000427246094,11549600,192.60780334472656
2020-08-12,2020,199.0,200.22999572753906,198.24000549316406,198.74000549316406,5432500,193.55245971679688
2020-08-13,2020,197.1300048828125,199.94000244140625,197.02999877929688,197.5800018310547,7014800,192.71363830566406
2020-08-14,2020,197.00999450683594,198.07000732421875,195.77000427246094,196.63999938964844,5014400,191.7967987060547
2020-08-17,2020,197.3000030517578,200.4600067138672,196.7100067138672,199.42999267578125,6256200,194.51808166503906
2020-08-18,2020,199.97999572753906,200.10000610351562,196.82000732421875,199.00999450683594,6519900,194.1083984375
2020-08-19,2020,198.9199981689453,202.83999633789062,198.89999389648438,200.99000549316406,9467600,196.0396728515625
2020-08-20,2020,199.89999389648438,204.44000244140625,199.60000610351562,204.14999389648438,8849200,199.121826171875
2020-08-21,2020,204.5,205.13999938964844,203.33999633789062,204.1300048828125,9998300,199.1023406982422
2020-08-24,2020,205.00999450683594,206.4499969482422,204.6699981689453,206.41000366210938,6159600,201.32615661621094
2020-08-25,2020,207.19000244140625,208.1999969482422,205.5399932861328,208.10000610351562,5828300,202.97454833984375
2020-08-26,2020,208.10000610351562,210.8000030517578,207.3000030517578,210.25999450683594,7035200,205.08131408691406
2020-08-27,2020,211.2100067138672,212.17999267578125,209.0500030517578,211.02999877929688,8619600,205.83236694335938
2020-08-28,2020,212.0,216.16000366210938,211.22000122070312,215.7100067138672,7349800,210.39710998535156
2020-08-31,2020,215.5399932861328,215.9600067138672,211.55999755859375,211.99000549316406,9326900,206.7687225341797
2020-09-01,2020,212.2100067138672,213.88999938964844,211.1199951171875,213.35000610351562,5642900,208.09523010253906
2020-09-02,2020,214.1300048828125,217.35000610351562,213.77000427246094,216.47999572753906,9863800,211.14813232421875
2020-09-03,2020,214.92999267578125,214.92999267578125,207.08999633789062,208.9600067138672,11310200,203.81333923339844
2020-09-04,2020,208.49000549316406,210.5,200.14999389648438,204.66000366210938,13243600,199.61929321289062
2020-09-08,2020,200.77999877929688,202.25,199.2100067138672,200.1199951171875,14186900,195.19107055664062
2020-09-09,2020,204.35000610351562,206.2899932861328,201.9499969482422,204.05999755859375,7532600,199.03404235839844
2020-09-10,2020,204.86000061035156,207.0,200.4499969482422,201.5399932861328,7243000,196.57611083984375
2020-09-11,2020,201.5800018310547,202.41000366210938,198.91000366210938,200.67999267578125,7439000,195.7372589111328
2020-09-14,2020,203.35000610351562,206.41000366210938,203.13999938964844,204.97999572753906,11730500,199.931396484375
2020-09-15,2020,206.75,208.2100067138672,204.77000427246094,205.38999938964844,6328600,200.33128356933594
2020-09-16,2020,206.74000549316406,207.75,204.9499969482422,205.1300048828125,6135000,200.07769775390625
2020-09-17,2020,202.85000610351562,205.5800018310547,202.0,205.27000427246094,7474900,200.2142791748047
2020-09-18,2020,205.47000122070312,205.72000122070312,201.72000122070312,202.61000061035156,9084100,197.61978149414062
2020-09-21,2020,199.91000366210938,201.25,194.6999969482422,197.4499969482422,9656000,192.5868682861328
2020-09-22,2020,198.08999633789062,200.7100067138672,196.8000030517578,200.55999755859375,7543100,195.6202392578125
2020-09-23,2020,200.8000030517578,201.08999633789062,194.57000732421875,195.3699951171875,6310600,190.5580596923828
2020-09-24,2020,195.14999389648438,197.6699981689453,193.1300048828125,195.52000427246094,9865300,190.70437622070312
2020-09-25,2020,195.02000427246094,198.13999938964844,193.50999450683594,197.25,5496100,192.39173889160156
2020-09-28,2020,200.6300048828125,201.72000122070312,199.8300018310547,200.32000732421875,5565300,195.38616943359375
2020-09-29,2020,200.5800018310547,202.3800048828125,199.3699951171875,199.44000244140625,5513500,194.52781677246094
2020-09-30,2020,200.85000610351562,202.5399932861328,198.88999938964844,199.97000122070312,9157600,195.04478454589844
2020-10-01,2020,202.2100067138672,205.1999969482422,201.63999938964844,203.35000610351562,7234600,198.34153747558594
2020-10-02,2020,200.0,202.8300018310547,199.39999389648438,201.4600067138672,6019700,196.4980926513672
2020-10-05,2020,202.7100067138672,203.64999389648438,201.0500030517578,203.5399932861328,6090500,198.52682495117188
2020-10-06,2020,204.11000061035156,205.10000610351562,199.7100067138672,200.4499969482422,5841100,195.51296997070312
2020-10-07,2020,202.0,202.7899932861328,199.99000549316406,202.47000122070312,6713400,197.4832000732422
2020-10-08,2020,204.0,204.3000030517578,202.22999572753906,202.97999572753906,3955600,197.9806365966797
2020-10-09,2020,204.0,207.0800018310547,203.67999267578125,206.63999938964844,5562900,201.5504913330078
2020-10-12,2020,206.94000244140625,207.97000122070312,205.72999572753906,206.39999389648438,6622700,201.31642150878906
2020-10-13,2020,203.3800048828125,205.2100067138672,203.02999877929688,204.32000732421875,5621700,199.28765869140625
2020-10-14,2020,204.7100067138672,204.97000122070312,201.1300048828125,202.1999969482422,5320000,197.21987915039062
2020-10-15,2020,201.00999450683594,204.6999969482422,197.60000610351562,199.5500030517578,8885500,194.63510131835938
2020-10-16,2020,199.99000549316406,202.64999389648438,199.41000366210938,200.25999450683594,6385900,195.32763671875
2020-10-19,2020,200.85000610351562,201.07000732421875,196.5,196.97000122070312,7449600,192.11868286132812
2020-10-20,2020,197.5500030517578,199.66000366210938,196.7100067138672,197.6999969482422,7427000,192.8306884765625
2020-10-21,2020,197.8300018310547,200.4199981689453,197.8300018310547,198.42999267578125,6067200,193.5426788330078
2020-10-22,2020,199.33999633789062,199.77000427246094,195.75999450683594,197.99000549316406,4908200,193.1135711669922
2020-10-23,2020,199.75,199.8800048828125,196.02000427246094,198.00999450683594,5877200,193.133056640625
2020-10-27,2020,193.0,193.6999969482422,189.22000122070312,190.05999755859375,8690400,185.37884521484375
2020-10-28,2020,183.97999572753906,184.6999969482422,179.33999633789062,180.8699951171875,17809500,176.4152374267578
2020-10-29,2020,183.0,187.0,179.33999633789062,184.8699951171875,16820900,180.3166961669922
2020-10-30,2020,182.66000366210938,184.22000122070312,179.22999572753906,181.7100067138672,10252900,177.23452758789062
2020-11-02,2020,184.50999450683594,186.9199981689453,183.88999938964844,184.74000549316406,8057100,180.18991088867188
2020-11-03,2020,186.8300018310547,189.52999877929688,185.16000366210938,188.33999633789062,6467900,183.7012176513672
2020-11-04,2020,192.88999938964844,196.8800048828125,191.52999877929688,193.97000122070312,8102700,189.1925811767578
2020-11-05,2020,198.36000061035156,200.99000549316406,197.2899932861328,197.63999938964844,7132100,192.7721710205078
2020-11-06,2020,197.35000610351562,199.67999267578125,195.42999267578125,198.47000122070312,6180500,193.58172607421875
2020-11-09,2020,214.69000244140625,217.64999389648438,212.27999877929688,212.67999267578125,17916900,207.44174194335938
2020-11-10,2020,211.94000244140625,214.05999755859375,210.5500030517578,213.30999755859375,7943600,208.05618286132812
2020-11-11,2020,212.1699981689453,214.27999877929688,211.6699981689453,212.6999969482422,5337200,207.4612274169922
2020-11-12,2020,211.42999267578125,212.5399932861328,207.13999938964844,208.25999450683594,7302500,203.4366455078125
2020-11-13,2020,209.91000366210938,211.27999877929688,207.3000030517578,210.47999572753906,6377500,205.60525512695312
2020-11-16,2020,214.57000732421875,215.08999633789062,211.8300018310547,212.6999969482422,12083200,207.77383422851562
2020-11-17,2020,210.55999755859375,212.08999633789062,209.5,210.7100067138672,7268800,205.82992553710938
2020-11-18,2020,209.72000122070312,211.14999389648438,207.6699981689453,207.8300018310547,6977900,203.0166015625
2020-11-19,2020,207.24000549316406,208.72999572753906,205.52999877929688,207.57000732421875,5657200,202.76266479492188
2020-11-20,2020,207.1300048828125,208.11000061035156,203.80999755859375,203.8800048828125,9653500,199.15811157226562
2020-11-23,2020,204.6999969482422,209.0,204.6999969482422,208.16000366210938,6101900,203.3389892578125
2020-11-24,2020,210.85000610351562,213.82000732421875,209.39999389648438,209.67999267578125,10110800,204.8237762451172
2020-11-25,2020,209.6699981689453,211.9499969482422,208.8699951171875,210.88999938964844,6772900,206.0057373046875
2020-11-27,2020,212.0,212.02999877929688,208.80999755859375,211.0,3512900,206.11318969726562
2020-11-30,2020,209.5399932861328,210.5399932861328,206.60000610351562,210.35000610351562,7725500,205.478271484375
2020-12-01,2020,212.1300048828125,213.6699981689453,211.0399932861328,211.1999969482422,8047900,206.30856323242188
2020-12-02,2020,211.0,211.39999389648438,208.47999572753906,210.17999267578125,9728900,205.3121795654297
2020-12-03,2020,209.77999877929688,211.11000061035156,207.61000061035156,208.0500030517578,9203300,203.23153686523438
2020-12-04,2020,209.74000549316406,212.72000122070312,208.50999450683594,212.67999267578125,5720100,207.7542724609375
2020-12-07,2020,211.97000122070312,214.5,211.8000030517578,212.64999389648438,10624500,207.7249755859375
2020-12-08,2020,209.9499969482422,213.1300048828125,209.88999938964844,212.77000427246094,8646200,207.84219360351562
2020-12-09,2020,213.22999572753906,213.5,208.9499969482422,209.5800018310547,6251100,204.72610473632812
2020-12-10,2020,208.50999450683594,209.3000030517578,207.25,207.61000061035156,10492000,202.80169677734375
2020-12-11,2020,205.36000061035156,206.88999938964844,204.5,206.24000549316406,9227600,201.4634552001953
2020-12-14,2020,207.85000610351562,211.3000030517578,206.97000122070312,207.25,11967700,202.45004272460938
2020-12-15,2020,208.5399932861328,209.44000244140625,206.16000366210938,208.36000061035156,9796100,203.5343475341797
2020-12-16,2020,208.47999572753906,209.1300048828125,207.13999938964844,208.27000427246094,7504400,203.4464569091797
2020-12-17,2020,209.0,211.77999877929688,208.85000610351562,211.17999267578125,6517200,206.2890625
2020-12-18,2020,211.02000427246094,211.97999572753906,209.8699951171875,211.30999755859375,13298200,206.416015625
2020-12-21,2020,208.27000427246094,209.8000030517578,204.7899932861328,209.00999450683594,7576700,204.16929626464844
2020-12-22,2020,208.38999938964844,208.39999389648438,205.60000610351562,205.83999633789062,7396200,201.07266235351562
2020-12-23,2020,207.3300018310547,207.3300018310547,205.11000061035156,205.3000030517578,6523100,200.54522705078125
2020-12-24,2020,206.63999938964844,208.82000732421875,206.60000610351562,208.6999969482422,3367900,203.866455078125
2020-12-28,2020,209.85000610351562,213.4600067138672,208.9499969482422,212.6300048828125,5816200,207.70545959472656
2020-12-29,2020,214.61000061035156,215.24000549316406,213.5399932861328,214.3699951171875,6093400,209.40513610839844
2020-12-30,2020,216.0,220.38999938964844,215.64999389648438,218.36000061035156,8875100,213.30271911621094
2020-12-31,2020,218.39999389648438,219.82000732421875,216.1999969482422,218.72999572753906,5922200,213.6641845703125
2021-01-04,2021,220.25,220.25,214.24000549316406,217.75999450683594,10318300,212.7166290283203
2021-01-05,2021,216.30999755859375,218.4600067138672,213.63999938964844,214.50999450683594,6869700,209.54190063476562
2021-01-06,2021,213.8000030517578,216.1699981689453,212.07000732421875,212.6199951171875,7206200,207.6956787109375
2021-01-07,2021,212.1999969482422,215.22000122070312,212.1999969482422,213.80999755859375,10967900,208.85812377929688
2021-01-08,2021,214.1699981689453,216.1199951171875,212.75,215.4499969482422,6513000,210.46014404296875
2021-01-11,2021,213.9600067138672,214.86000061035156,212.47999572753906,212.88999938964844,7353100,207.9594268798828
2021-01-12,2021,212.33999633789062,212.7899932861328,207.47000122070312,208.86000061035156,9331600,204.0227508544922
2021-01-13,2021,209.41000366210938,211.0,208.6300048828125,209.35000610351562,6688500,204.50143432617188
2021-01-14,2021,210.57000732421875,211.2100067138672,201.72999572753906,201.86000061035156,12887500,197.1848907470703
2021-01-15,2021,201.5399932861328,203.25999450683594,200.42999267578125,201.58999633789062,8755000,196.921142578125
2021-01-19,2021,203.0500030517578,204.1699981689453,200.07000732421875,201.66000366210938,9772000,196.98951721191406
2021-01-20,2021,203.02999877929688,207.19000244140625,202.22999572753906,206.00999450683594,12675700,201.23876953125
2021-01-21,2021,206.0500030517578,207.1699981689453,204.75,205.13999938964844,6513500,200.388916015625
2021-01-22,2021,203.99000549316406,205.3300018310547,201.8000030517578,202.02000427246094,7316200,197.3411865234375
2021-01-25,2021,200.33999633789062,201.63999938964844,195.75,200.97999572753906,19282400,196.32525634765625
